cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,9/23/22,ME-1,Chellie M. Pingree,Edwin Thelander,1,Polls adjusted for house effects & other factors,25.05352,1.053495,1.053495,1.053495,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-8,Jamie Raskin,Gregory Thomas Coll,4,Expert ratings adjusted for national environment,48.59237,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-8,Jamie Raskin,Gregory Thomas Coll,3,Fundamentals (non-polling factors),48.1945,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-8,Jamie Raskin,Gregory Thomas Coll,2,CANTOR (analysis of comparable disticts),49.91659,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-8,Jamie Raskin,Gregory Thomas Coll,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-7,Kweisi Mfume,Scott M. Collier,4,Expert ratings adjusted for national environment,50.83407,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-7,Kweisi Mfume,Scott M. Collier,3,Fundamentals (non-polling factors),50.44615,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-7,Kweisi Mfume,Scott M. Collier,2,CANTOR (analysis of comparable disticts),52.08093,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-7,Kweisi Mfume,Scott M. Collier,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-6,David J. Trone,Neil C. Parrott,4,Expert ratings adjusted for national environment,14.30415,0,0,1.097896,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-6,David J. Trone,Neil C. Parrott,3,Fundamentals (non-polling factors),-3.553051,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-6,David J. Trone,Neil C. Parrott,2,CANTOR (analysis of comparable disticts),5.101495,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-6,David J. Trone,Neil C. Parrott,1,Polls adjusted for house effects & other factors,-.9070129,.7622209,.7622209,.7622209,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-5,Steny Hoyer,Chris Palombi,4,Expert ratings adjusted for national environment,30.5391,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-5,Steny Hoyer,Chris Palombi,3,Fundamentals (non-polling factors),29.77357,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-5,Steny Hoyer,Chris Palombi,2,CANTOR (analysis of comparable disticts),33.17165,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-5,Steny Hoyer,Chris Palombi,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-4,Glenn F. Ivey,Jeff Warner,4,Expert ratings adjusted for national environment,74.43404,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-4,Glenn F. Ivey,Jeff Warner,3,Fundamentals (non-polling factors),76.3706,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-4,Glenn F. Ivey,Jeff Warner,2,CANTOR (analysis of comparable disticts),56.37514,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-4,Glenn F. Ivey,Jeff Warner,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-3,John Sarbanes,Yuripzy Morgan,4,Expert ratings adjusted for national environment,23.25514,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-3,John Sarbanes,Yuripzy Morgan,3,Fundamentals (non-polling factors),20.70839,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-3,John Sarbanes,Yuripzy Morgan,2,CANTOR (analysis of comparable disticts),21.74042,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-3,John Sarbanes,Yuripzy Morgan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-2,C.A. Dutch Ruppersberger,Nicolee Ambrose,4,Expert ratings adjusted for national environment,22.76982,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-2,C.A. Dutch Ruppersberger,Nicolee Ambrose,3,Fundamentals (non-polling factors),19.53499,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-2,C.A. Dutch Ruppersberger,Nicolee Ambrose,2,CANTOR (analysis of comparable disticts),19.31097,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-2,C.A. Dutch Ruppersberger,Nicolee Ambrose,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-1,Heather R. Mizeur,Andy Harris,4,Expert ratings adjusted for national environment,-23.07685,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-1,Heather R. Mizeur,Andy Harris,3,Fundamentals (non-polling factors),-20.86241,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-1,Heather R. Mizeur,Andy Harris,2,CANTOR (analysis of comparable disticts),-25.18929,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MD-1,Heather R. Mizeur,Andy Harris,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-9,Bill Keating,Jesse G. Brown,4,Expert ratings adjusted for national environment,22.50295,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-9,Bill Keating,Jesse G. Brown,3,Fundamentals (non-polling factors),17.15248,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-9,Bill Keating,Jesse G. Brown,2,CANTOR (analysis of comparable disticts),24.85715,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-9,Bill Keating,Jesse G. Brown,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-8,Stephen F. Lynch,Robert G. Burke,4,Expert ratings adjusted for national environment,38.8205,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-8,Stephen F. Lynch,Robert G. Burke,3,Fundamentals (non-polling factors),38.83754,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-8,Stephen F. Lynch,Robert G. Burke,2,CANTOR (analysis of comparable disticts),36.53723,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-8,Stephen F. Lynch,Robert G. Burke,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-7,Ayanna S. Pressley,Donnie Dionicio Palmer Jr.,4,Expert ratings adjusted for national environment,74.42867,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-7,Ayanna S. Pressley,Donnie Dionicio Palmer Jr.,3,Fundamentals (non-polling factors),75.625,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-7,Ayanna S. Pressley,Donnie Dionicio Palmer Jr.,2,CANTOR (analysis of comparable disticts),62.5196,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-7,Ayanna S. Pressley,Donnie Dionicio Palmer Jr.,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-6,Seth Moulton,Bob May,4,Expert ratings adjusted for national environment,31.0187,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-6,Seth Moulton,Bob May,3,Fundamentals (non-polling factors),30.60572,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-6,Seth Moulton,Bob May,2,CANTOR (analysis of comparable disticts),30.94864,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-6,Seth Moulton,Bob May,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-5,Katherine M. Clark,Caroline Colarusso,4,Expert ratings adjusted for national environment,47.79719,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-5,Katherine M. Clark,Caroline Colarusso,3,Fundamentals (non-polling factors),47.57456,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-5,Katherine M. Clark,Caroline Colarusso,2,CANTOR (analysis of comparable disticts),47.66263,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-5,Katherine M. Clark,Caroline Colarusso,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-4,Jake Auchincloss,(unopposed),4,Expert ratings adjusted for national environment,18.33059,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-4,Jake Auchincloss,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-4,Jake Auchincloss,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-4,Jake Auchincloss,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-3,Lori Loureiro Trahan,Dean A. Tran,4,Expert ratings adjusted for national environment,29.05642,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-3,Lori Loureiro Trahan,Dean A. Tran,3,Fundamentals (non-polling factors),28.34718,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-3,Lori Loureiro Trahan,Dean A. Tran,2,CANTOR (analysis of comparable disticts),30.27046,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-3,Lori Loureiro Trahan,Dean A. Tran,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-2,James P. McGovern,Jeffrey A. Sossa-Paquette,4,Expert ratings adjusted for national environment,31.17455,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-2,James P. McGovern,Jeffrey A. Sossa-Paquette,3,Fundamentals (non-polling factors),30.48981,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-2,James P. McGovern,Jeffrey A. Sossa-Paquette,2,CANTOR (analysis of comparable disticts),33.42919,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-2,James P. McGovern,Jeffrey A. Sossa-Paquette,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-1,Richard E. Neal,Dean James Martilli,4,Expert ratings adjusted for national environment,29.33499,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-1,Richard E. Neal,Dean James Martilli,3,Fundamentals (non-polling factors),28.93975,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-1,Richard E. Neal,Dean James Martilli,2,CANTOR (analysis of comparable disticts),28.15376,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,MA-1,Richard E. Neal,Dean James Martilli,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-6,Brian Belzer,Garret Graves,4,Expert ratings adjusted for national environment,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-6,Brian Belzer,Garret Graves,3,Fundamentals (non-polling factors),-40.65771,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-6,Brian Belzer,Garret Graves,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-6,Brian Belzer,Garret Graves,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-5,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-38.69281,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-5,All Democrats,All Republicans,3,Fundamentals (non-polling factors),-39.85857,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-5,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-30.8189,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-5,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-4,(unopposed),“Mike” Johnson,4,Expert ratings adjusted for national environment,17.90734,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-4,(unopposed),“Mike” Johnson,3,Fundamentals (non-polling factors),-100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-4,(unopposed),“Mike” Johnson,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-4,(unopposed),“Mike” Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-3,All Democrats,All Republicans,4,Expert ratings adjusted for national environment,-46.72834,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-3,All Democrats,All Republicans,3,Fundamentals (non-polling factors),-48.14268,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-3,All Democrats,All Republicans,2,CANTOR (analysis of comparable disticts),-36.93036,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-3,All Democrats,All Republicans,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-2,Troy A. Carter,Dan Lux,4,Expert ratings adjusted for national environment,54.79081,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-2,Troy A. Carter,Dan Lux,3,Fundamentals (non-polling factors),54.82977,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-2,Troy A. Carter,Dan Lux,2,CANTOR (analysis of comparable disticts),52.49529,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-2,Troy A. Carter,Dan Lux,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-1,Kate Darling,Steve Scalise,4,Expert ratings adjusted for national environment,-42.72765,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-1,Kate Darling,Steve Scalise,3,Fundamentals (non-polling factors),-43.76037,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-1,Kate Darling,Steve Scalise,2,CANTOR (analysis of comparable disticts),-36.06554,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,LA-1,Kate Darling,Steve Scalise,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-6,Geoffrey M. “Geoff” Young,Andy Barr,4,Expert ratings adjusted for national environment,-23.43527,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-6,Geoffrey M. “Geoff” Young,Andy Barr,3,Fundamentals (non-polling factors),-22.54531,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-6,Geoffrey M. “Geoff” Young,Andy Barr,2,CANTOR (analysis of comparable disticts),-17.32618,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-6,Geoffrey M. “Geoff” Young,Andy Barr,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-5,Conor Halbleib,Harold “Hal” Rogers,4,Expert ratings adjusted for national environment,-63.31122,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-5,Conor Halbleib,Harold “Hal” Rogers,3,Fundamentals (non-polling factors),-65.54861,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-5,Conor Halbleib,Harold “Hal” Rogers,2,CANTOR (analysis of comparable disticts),-46.69236,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-5,Conor Halbleib,Harold “Hal” Rogers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-4,Matthew Lehman,Thomas Massie,4,Expert ratings adjusted for national environment,-33.86874,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-4,Matthew Lehman,Thomas Massie,3,Fundamentals (non-polling factors),-34.33853,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-4,Matthew Lehman,Thomas Massie,2,CANTOR (analysis of comparable disticts),-31.32883,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-4,Matthew Lehman,Thomas Massie,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-3,Morgan McGarvey,Stuart N. Ray,4,Expert ratings adjusted for national environment,23.38055,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-3,Morgan McGarvey,Stuart N. Ray,3,Fundamentals (non-polling factors),21.4224,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-3,Morgan McGarvey,Stuart N. Ray,2,CANTOR (analysis of comparable disticts),18.2998,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-3,Morgan McGarvey,Stuart N. Ray,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-2,Hank Linderman,S. Brett Guthrie,4,Expert ratings adjusted for national environment,-42.77697,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-2,Hank Linderman,S. Brett Guthrie,3,Fundamentals (non-polling factors),-44.14646,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-2,Hank Linderman,S. Brett Guthrie,2,CANTOR (analysis of comparable disticts),-33.31763,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-2,Hank Linderman,S. Brett Guthrie,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-1,Jimmy C. Ausbrooks,James R. Comer,4,Expert ratings adjusted for national environment,-47.60413,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-1,Jimmy C. Ausbrooks,James R. Comer,3,Fundamentals (non-polling factors),-49.16058,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-1,Jimmy C. Ausbrooks,James R. Comer,2,CANTOR (analysis of comparable disticts),-36.62924,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KY-1,Jimmy C. Ausbrooks,James R. Comer,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-4,Bob Hernandez,Ron Estes,4,Expert ratings adjusted for national environment,-32.11387,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-4,Bob Hernandez,Ron Estes,3,Fundamentals (non-polling factors),-32.70495,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-4,Bob Hernandez,Ron Estes,2,CANTOR (analysis of comparable disticts),-28.17896,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-4,Bob Hernandez,Ron Estes,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-3,Sharice Davids,Amanda L. Adkins,4,Expert ratings adjusted for national environment,6.641619,0,0,1.086211,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-3,Sharice Davids,Amanda L. Adkins,3,Fundamentals (non-polling factors),-1.819818,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-3,Sharice Davids,Amanda L. Adkins,2,CANTOR (analysis of comparable disticts),3.867436,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-3,Sharice Davids,Amanda L. Adkins,1,Polls adjusted for house effects & other factors,.3138084,.7387929,.7387929,.7387929,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-2,Patrick Schmidt,Jake LaTurner,4,Expert ratings adjusted for national environment,-25.9424,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-2,Patrick Schmidt,Jake LaTurner,3,Fundamentals (non-polling factors),-25.81983,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-2,Patrick Schmidt,Jake LaTurner,2,CANTOR (analysis of comparable disticts),-22.73562,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-2,Patrick Schmidt,Jake LaTurner,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-1,James “Jimmy” Beard,Tracey Mann,4,Expert ratings adjusted for national environment,-40.87491,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-1,James “Jimmy” Beard,Tracey Mann,3,Fundamentals (non-polling factors),-42.20246,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-1,James “Jimmy” Beard,Tracey Mann,2,CANTOR (analysis of comparable disticts),-31.72862,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,KS-1,James “Jimmy” Beard,Tracey Mann,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-9,Matthew Fyfe,Erin Houchin,4,Expert ratings adjusted for national environment,-23.0759,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-9,Matthew Fyfe,Erin Houchin,3,Fundamentals (non-polling factors),-21.48068,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-9,Matthew Fyfe,Erin Houchin,2,CANTOR (analysis of comparable disticts),-20.03534,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-9,Matthew Fyfe,Erin Houchin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-8,Ray McCormick,Larry D. Bucshon,4,Expert ratings adjusted for national environment,-35.93248,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-8,Ray McCormick,Larry D. Bucshon,3,Fundamentals (non-polling factors),-36.61853,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-8,Ray McCormick,Larry D. Bucshon,2,CANTOR (analysis of comparable disticts),-31.86147,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-8,Ray McCormick,Larry D. Bucshon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-7,André D. Carson,Angela Grabovsky,4,Expert ratings adjusted for national environment,35.21123,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-7,André D. Carson,Angela Grabovsky,3,Fundamentals (non-polling factors),34.46209,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-7,André D. Carson,Angela Grabovsky,2,CANTOR (analysis of comparable disticts),38.99635,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-7,André D. Carson,Angela Grabovsky,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-6,Cynthia “Cinde” Wirth,Greg Pence,4,Expert ratings adjusted for national environment,-38.63271,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-6,Cynthia “Cinde” Wirth,Greg Pence,3,Fundamentals (non-polling factors),-39.45037,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-6,Cynthia “Cinde” Wirth,Greg Pence,2,CANTOR (analysis of comparable disticts),-33.64817,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-6,Cynthia “Cinde” Wirth,Greg Pence,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-5,Jeannine Lee Lake,Victoria Spartz,4,Expert ratings adjusted for national environment,-25.35408,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-5,Jeannine Lee Lake,Victoria Spartz,3,Fundamentals (non-polling factors),-24.9029,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-5,Jeannine Lee Lake,Victoria Spartz,2,CANTOR (analysis of comparable disticts),-23.54679,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-5,Jeannine Lee Lake,Victoria Spartz,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-4,Roger D. Day,Jim Baird,4,Expert ratings adjusted for national environment,-37.9845,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-4,Roger D. Day,Jim Baird,3,Fundamentals (non-polling factors),-39.01807,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-4,Roger D. Day,Jim Baird,2,CANTOR (analysis of comparable disticts),-31.17448,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-4,Roger D. Day,Jim Baird,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-3,Gary L. Snyder,Jim Banks,4,Expert ratings adjusted for national environment,-35.04622,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-3,Gary L. Snyder,Jim Banks,3,Fundamentals (non-polling factors),-35.65515,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-3,Gary L. Snyder,Jim Banks,2,CANTOR (analysis of comparable disticts),-31.52048,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-3,Gary L. Snyder,Jim Banks,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-2,Paul D. Steury,Rudolph Yakym,4,Expert ratings adjusted for national environment,-23.92489,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,IN-2,Paul D. Steury,Rudolph Yakym,3,Fundamentals (non-polling factors),-23.37832,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
